respondent_id,question,response
13,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento."
14,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo"
15,incorporation_open,"Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento."
16,incorporation_open,Monitoramento contínuo durante todo o ciclo de vida do modelo
17,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento."
18,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento."
19,incorporation_open,Não existe uma estratégia formal para assegurar a qualidade dos dados durante o desenvolvimento.
20,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento."
21,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento."
22,incorporation_open,Nao participei de nenhum diretamente
23,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento."
24,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Não existe uma estratégia formal para assegurar a qualidade dos dados durante o desenvolvimento."
25,incorporation_open,"Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento."
26,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento."
27,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento."
28,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento."
29,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo"
30,incorporation_open,Avaliação inicial durante a coleta e preparação de dados
31,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo"
32,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento."
33,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Não existe uma estratégia formal para assegurar a qualidade dos dados durante o desenvolvimento."
34,incorporation_open,Não existe uma estratégia formal para assegurar a qualidade dos dados durante o desenvolvimento.
35,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo"
36,incorporation_open,"Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo, Não existe uma estratégia formal para assegurar a qualidade dos dados durante o desenvolvimento."
37,incorporation_open,"Initial assessment during data collection and preparation, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training."
38,incorporation_open,"Initial assessment during data collection and preparation, Continuous monitoring throughout the model's life cycle, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training."
39,incorporation_open,"Initial assessment during data collection and preparation, Continuous monitoring throughout the model's life cycle, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training."
40,incorporation_open,Initial assessment during data collection and preparation
41,incorporation_open,"Initial assessment during data collection and preparation, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training."
42,incorporation_open,"Initial assessment during data collection and preparation, Continuous monitoring throughout the model's life cycle"
43,incorporation_open,Initial assessment during data collection and preparation
44,incorporation_open,There is no formal strategy for ensuring data quality during development.
45,incorporation_open,"Initial assessment during data collection and preparation, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training."
46,incorporation_open,Continuous monitoring throughout the model's life cycle
47,incorporation_open,Initial assessment during data collection and preparation
48,incorporation_open,"Initial assessment during data collection and preparation, Continuous monitoring throughout the model's life cycle, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training."
49,incorporation_open,"Initial assessment during data collection and preparation, There is no formal strategy for ensuring data quality during development."
50,incorporation_open,"Initial assessment during data collection and preparation, Continuous monitoring throughout the model's life cycle"
51,incorporation_open,"Continuous monitoring throughout the model's life cycle, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training."
52,incorporation_open,"Initial assessment during data collection and preparation, Continuous monitoring throughout the model's life cycle, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training."
53,incorporation_open,"Initial assessment during data collection and preparation, Continuous monitoring throughout the model's life cycle, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training."
54,incorporation_open,Initial assessment during data collection and preparation
55,incorporation_open,"Continuous monitoring throughout the model's life cycle, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training."
0,measurement_open,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
1,measurement_open,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
2,measurement_open,"Análise de métricas de performance (ex.: precisão, recall)"
3,measurement_open,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
4,measurement_open,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
5,measurement_open,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
6,measurement_open,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
7,measurement_open,"Testes A/B, Análise de métricas de performance (ex.: precisão, recall)"
8,measurement_open,"Análise de métricas de performance (ex.: precisão, recall)"
9,measurement_open,"Análise de métricas de performance (ex.: precisão, recall)"
10,measurement_open,"Testes A/B, Análise de métricas de performance (ex.: precisão, recall)"
11,measurement_open,"Análise de métricas de performance (ex.: precisão, recall)"
12,measurement_open,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
13,measurement_open,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados, Em um projeto atual, são colocadas todas as métricas obtidas pelos modelos que estão sendo testados em uma planilha e organizamos todas as métricas que estão sendo cabiveis para esse projeto assim como as matrizes de confusão para cada modelo, assim podemos ordenar facilmente entre as métricas que queremos observar (estamos focando mais em Recall por ser um projeto voltado para saúde e assim é necessário ter o minímo de falsos negativos possíveis)."
14,measurement_open,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
15,measurement_open,"Testes A/B, Análise de métricas de performance (ex.: precisão, recall)"
16,measurement_open,"Análise de métricas de performance (ex.: precisão, recall)"
17,measurement_open,"Testes A/B, Análise de métricas de performance (ex.: precisão, recall)"
18,measurement_open,"Testes A/B, Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
19,measurement_open,Revisão manual dos resultados
20,measurement_open,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
21,measurement_open,"Testes A/B, Análise de métricas de performance (ex.: precisão, recall)"
22,measurement_open,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
23,measurement_open,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
24,measurement_open,"Análise de métricas de performance (ex.: precisão, recall)"
25,measurement_open,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
26,measurement_open,"Análise de métricas de performance (ex.: precisão, recall)"
27,measurement_open,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
28,measurement_open,"Testes A/B, Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
29,measurement_open,"Análise de métricas de performance (ex.: precisão, recall)"
30,measurement_open,"Análise de métricas de performance (ex.: precisão, recall)"
31,measurement_open,"Testes A/B, Análise de métricas de performance (ex.: precisão, recall)"
32,measurement_open,"Testes A/B, Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
33,measurement_open,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados"
34,measurement_open,"Análise de métricas de performance (ex.: precisão, recall)"
35,measurement_open,"Análise de métricas de performance (ex.: precisão, recall)"
36,measurement_open,"Testes A/B, Análise de métricas de performance (ex.: precisão, recall)"
37,measurement_open,Manual review of results
38,measurement_open,"A/B testing, Analysis of performance metrics (e.g. precision, recall), Manual review of results"
39,measurement_open,"Analysis of performance metrics (e.g. precision, recall)"
40,measurement_open,"Analysis of performance metrics (e.g. precision, recall)"
41,measurement_open,"A/B testing, Analysis of performance metrics (e.g. precision, recall), Manual review of results"
42,measurement_open,A/B testing
43,measurement_open,"Analysis of performance metrics (e.g. precision, recall), data exploration analysis before training models"
44,measurement_open,"Analysis of performance metrics (e.g. precision, recall)"
45,measurement_open,"A/B testing, Analysis of performance metrics (e.g. precision, recall)"
46,measurement_open,"Analysis of performance metrics (e.g. precision, recall), Manual review of results"
47,measurement_open,Manual review of results
48,measurement_open,"Analysis of performance metrics (e.g. precision, recall)"
49,measurement_open,"Analysis of performance metrics (e.g. precision, recall), Manual review of results"
50,measurement_open,"Analysis of performance metrics (e.g. precision, recall), Manual review of results"
51,measurement_open,"Analysis of performance metrics (e.g. precision, recall)"
52,measurement_open,"Analysis of performance metrics (e.g. precision, recall), Manual review of results"
53,measurement_open,"A/B testing, Analysis of performance metrics (e.g. precision, recall), Manual review of results"
54,measurement_open,"Analysis of performance metrics (e.g. precision, recall)"
55,measurement_open,"A/B testing, Analysis of performance metrics (e.g. precision, recall), Manual review of results"
0,documentation_open,"Linguagem estruturada (texto), Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion)"
1,documentation_open,"Linguagem estruturada (texto), Reuniões de Alinhamento, Relatórios Periódicos"
2,documentation_open,"Linguagem estruturada (texto), Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion), Reuniões de Alinhamento"
3,documentation_open,"Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion), Reuniões de Alinhamento, Relatórios Periódicos"
4,documentation_open,"Linguagem estruturada (texto), Reuniões de Alinhamento"
5,documentation_open,"Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana)"
6,documentation_open,"Linguagem estruturada (texto), Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Reuniões de Alinhamento"
7,documentation_open,"Linguagem estruturada (texto), Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Reuniões de Alinhamento"
8,documentation_open,"Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana)"
9,documentation_open,Reuniões de Alinhamento
10,documentation_open,"Linguagem estruturada (texto), Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion), Reuniões de Alinhamento, Relatórios Periódicos"
11,documentation_open,Reuniões de Alinhamento
12,documentation_open,"Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion), Reuniões de Alinhamento"
13,documentation_open,"Linguagem estruturada (texto), Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Reuniões de Alinhamento, Slack"
14,documentation_open,"Linguagem estruturada (texto), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion), Reuniões de Alinhamento"
15,documentation_open,"Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion), Reuniões de Alinhamento"
16,documentation_open,"Linguagem estruturada (texto), Reuniões de Alinhamento"
17,documentation_open,"Linguagem estruturada (texto), Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion), Reuniões de Alinhamento"
18,documentation_open,"Linguagem estruturada (texto), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion), No mesmo MR"
19,documentation_open,Reuniões de Alinhamento
20,documentation_open,"Linguagem estruturada (texto), Reuniões de Alinhamento"
21,documentation_open,"Linguagem estruturada (texto), Reuniões de Alinhamento"
22,documentation_open,"Linguagem estruturada (texto), Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Reuniões de Alinhamento"
23,documentation_open,"Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion), Reuniões de Alinhamento"
24,documentation_open,"Linguagem estruturada (texto), Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Reuniões de Alinhamento"
25,documentation_open,"Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion), Reuniões de Alinhamento"
26,documentation_open,"Linguagem estruturada (texto), Reuniões de Alinhamento"
27,documentation_open,"Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Reuniões de Alinhamento"
28,documentation_open,"Linguagem estruturada (texto), Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion), Reuniões de Alinhamento, Relatórios Periódicos"
29,documentation_open,"Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Reuniões de Alinhamento"
30,documentation_open,"Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Reuniões de Alinhamento"
31,documentation_open,Reuniões de Alinhamento
32,documentation_open,Reuniões de Alinhamento
33,documentation_open,"Linguagem estruturada (texto), Relatórios Periódicos"
34,documentation_open,"Linguagem estruturada (texto), Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion)"
35,documentation_open,"Reuniões de Alinhamento, Relatórios Periódicos"
36,documentation_open,"Linguagem estruturada (texto), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion)"
37,documentation_open,Alignment meetings
38,documentation_open,"Structured language (text), Centralized documentation (systems such as Confluence, Google Docs or Notion), Alignment meetings, Periodic reports"
39,documentation_open,"Project management tools (Jira, Trello or Asana), Alignment meetings, Periodic reports"
40,documentation_open,"Project management tools (Jira, Trello or Asana), Confluence"
41,documentation_open,"Structured language (text), Project management tools (Jira, Trello or Asana)"
42,documentation_open,Alignment meetings
43,documentation_open,"Structured language (text), Alignment meetings"
44,documentation_open,Alignment meetings
45,documentation_open,"Structured language (text), Alignment meetings"
46,documentation_open,No experience
47,documentation_open,Only solo projects
48,documentation_open,"Project management tools (Jira, Trello or Asana)"
49,documentation_open,Structured language (text)
50,documentation_open,"Centralized documentation (systems such as Confluence, Google Docs or Notion), Alignment meetings, Periodic reports"
51,documentation_open,"Project management tools (Jira, Trello or Asana), Alignment meetings"
52,documentation_open,"Alignment meetings, Periodic reports"
53,documentation_open,"Structured language (text), Project management tools (Jira, Trello or Asana), Alignment meetings, Periodic reports"
54,documentation_open,Structured language (text)
55,documentation_open,"Project management tools (Jira, Trello or Asana)"
0,challenges_open,"Inconsistência entre diferentes fontes de dados, Erros introduzidos durante a coleta e processamento"
1,challenges_open,"Dados incompletos ou ausentes, Dados desatualizados ou não confiáveis, Falta de ferramentas adequadas para validação da qualidade dos dados"
2,challenges_open,"Inconsistência entre diferentes fontes de dados, Erros introduzidos durante a coleta e processamento"
3,challenges_open,"Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Falta de ferramentas adequadas para validação da qualidade dos dados"
4,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados"
5,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Erros introduzidos durante a coleta e processamento"
6,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados"
7,challenges_open,"Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento, Dificuldade na rastreabilidade e versionamento dos dados"
8,challenges_open,Inconsistência entre diferentes fontes de dados
9,challenges_open,"Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento, Falta de ferramentas adequadas para validação da qualidade dos dados"
10,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados"
11,challenges_open,"Dados desatualizados ou não confiáveis, Dificuldade na rastreabilidade e versionamento dos dados, Falta de ferramentas adequadas para validação da qualidade dos dados"
12,challenges_open,"Dados incompletos ou ausentes, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento, Dificuldade na rastreabilidade e versionamento dos dados, Falta de ferramentas adequadas para validação da qualidade dos dados"
13,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis, Estrutura dos dados, Natureza dos dados"
14,challenges_open,"Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis"
15,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento"
16,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento"
17,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Dados desatualizados ou não confiáveis, Falta de ferramentas adequadas para validação da qualidade dos dados"
18,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes"
19,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento, Dificuldade na rastreabilidade e versionamento dos dados, Falta de ferramentas adequadas para validação da qualidade dos dados"
20,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis, Dificuldade na rastreabilidade e versionamento dos dados"
21,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis"
22,challenges_open,"Inconsistência entre diferentes fontes de dados, Falta de padronização nos formatos de dados, Falta de ferramentas adequadas para validação da qualidade dos dados"
23,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados desatualizados ou não confiáveis, Dificuldade na rastreabilidade e versionamento dos dados, Falta de ferramentas adequadas para validação da qualidade dos dados"
24,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados desatualizados ou não confiáveis, Dificuldade na rastreabilidade e versionamento dos dados, Falta de ferramentas adequadas para validação da qualidade dos dados"
25,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Dificuldade na rastreabilidade e versionamento dos dados, Falta de ferramentas adequadas para validação da qualidade dos dados"
26,challenges_open,"Dados incompletos ou ausentes, Erros introduzidos durante a coleta e processamento"
27,challenges_open,"Dados incompletos ou ausentes, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento, Falta de ferramentas adequadas para validação da qualidade dos dados"
28,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento"
29,challenges_open,Erros introduzidos durante a coleta e processamento
30,challenges_open,"Dados incompletos ou ausentes, Falta de ferramentas adequadas para validação da qualidade dos dados"
31,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento, Dificuldade na rastreabilidade e versionamento dos dados"
32,challenges_open,"Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento"
33,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados"
34,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados desatualizados ou não confiáveis, Dificuldade na rastreabilidade e versionamento dos dados, Falta de ferramentas adequadas para validação da qualidade dos dados"
35,challenges_open,"Erros introduzidos durante a coleta e processamento, Falta de ferramentas adequadas para validação da qualidade dos dados"
36,challenges_open,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento, Dificuldade na rastreabilidade e versionamento dos dados, Falta de ferramentas adequadas para validação da qualidade dos dados"
37,challenges_open,"Lack of standardization in data formats, Errors introduced during collection and processing, Lack of adequate tools for validating data quality"
38,challenges_open,"Incomplete or missing data, Errors introduced during collection and processing"
39,challenges_open,"Inconsistency between different data sources, Incomplete or missing data, Lack of standardization in data formats, Difficulty in data traceability and versioning"
40,challenges_open,"Inconsistency between different data sources, Incomplete or missing data, Lack of standardization in data formats, Difficulty in data traceability and versioning, Lack of adequate tools for validating data quality"
41,challenges_open,"Inconsistency between different data sources, Incomplete or missing data, Lack of standardization in data formats, Lack of adequate tools for validating data quality"
42,challenges_open,"Errors introduced during collection and processing, Lack of adequate tools for validating data quality"
43,challenges_open,"Incomplete or missing data, Outdated or unreliable data, Lack of adequate tools for validating data quality"
44,challenges_open,"Inconsistency between different data sources, Lack of standardization in data formats"
45,challenges_open,"Incomplete or missing data, Outdated or unreliable data"
46,challenges_open,"Errors introduced during collection and processing, Lack of adequate tools for validating data quality"
47,challenges_open,"Inconsistency between different data sources, Incomplete or missing data"
48,challenges_open,"Inconsistency between different data sources, Incomplete or missing data, Errors introduced during collection and processing"
49,challenges_open,"Inconsistency between different data sources, Lack of standardization in data formats, Outdated or unreliable data"
50,challenges_open,"Inconsistency between different data sources, Incomplete or missing data, Errors introduced during collection and processing"
51,challenges_open,"Inconsistency between different data sources, Incomplete or missing data, Lack of standardization in data formats, Errors introduced during collection and processing"
52,challenges_open,"Inconsistency between different data sources, Lack of standardization in data formats, Outdated or unreliable data"
53,challenges_open,"Incomplete or missing data, Outdated or unreliable data, Errors introduced during collection and processing, Difficulty in data traceability and versioning"
54,challenges_open,"Incomplete or missing data, Lack of standardization in data formats, Outdated or unreliable data"
55,challenges_open,"Inconsistency between different data sources, Outdated or unreliable data"
